Country,Year,Month,As On Date,Foreign Exchange Reserve Type,"Rupees (UOM:INR(IndianRupees)), Scaling Factor:10000000","Us Dollars (UOM:USD(USDollars)), Scaling Factor:1000000","Volume (UOM:MT(MetricTonnes)), Scaling Factor:1","Special Drawing Rights (Sdrs) (UOM:Number), Scaling Factor:1000000"
India,"Financial Year (Apr - Mar), 2022","November, 2022",18-Nov-2022,Total Reserves,4470990.39,5472523,,
India,"Financial Year (Apr - Mar), 2022","November, 2022",25-Nov-2022,Foreign Currency Assets,3980972.92,48728925,,
India,"Financial Year (Apr - Mar), 2022","November, 2022",25-Nov-2022,Gold,326282.04,3993841,786.28,
India,"Financial Year (Apr - Mar), 2022","November, 2022",25-Nov-2022,Reserve Tranche Position in IMF,41034.31,50331,,
India,"Financial Year (Apr - Mar), 2022","November, 2022",25-Nov-2022,SDRs,146083.28,1788126,,13661.71
India,"Financial Year (Apr - Mar), 2022","November, 2022",25-Nov-2022,Total Reserves,4494372.55,55014202,,
India,"Financial Year (Apr - Mar), 2022","October, 2022",07-Oct-2022,Foreign Currency Assets,3881646.23,47149586,,
India,"Financial Year (Apr - Mar), 2022","October, 2022",07-Oct-2022,Gold,320699.69,3895475,785.35,
India,"Financial Year (Apr - Mar), 2022","October, 2022",07-Oct-2022,Reserve Tranche Position in IMF,39845.53,483562,,
India,"Financial Year (Apr - Mar), 2022","October, 2022",07-Oct-2022,SDRs,144744.44,1758182,,13658.43
India,"Financial Year (Apr - Mar), 2022","October, 2022",07-Oct-2022,Total Reserves,4386935.89,53286805,,
India,"Financial Year (Apr - Mar), 2022","October, 2022",14-Oct-2022,Foreign Currency Assets,3860106.53,46866827,,
India,"Financial Year (Apr - Mar), 2022","October, 2022",14-Oct-2022,Gold,308472.38,3745265,785.35,
India,"Financial Year (Apr - Mar), 2022","October, 2022",14-Oct-2022,Reserve Tranche Position in IMF,39652.58,481292,,
India,"Financial Year (Apr - Mar), 2022","October, 2022",14-Oct-2022,SDRs,143584.6,1743308,,13658.43
India,"Financial Year (Apr - Mar), 2022","October, 2022",14-Oct-2022,Total Reserves,4351816.09,52836692,,
India,"Financial Year (Apr - Mar), 2022","October, 2022",21-Oct-2022,Foreign Currency Assets,3845481.46,46507495,,
India,"Financial Year (Apr - Mar), 2022","October, 2022",21-Oct-2022,Gold,307637.95,3720593,786.28,
India,"Financial Year (Apr - Mar), 2022","October, 2022",21-Oct-2022,Reserve Tranche Position in IMF,39763.02,479871,,
India,"Financial Year (Apr - Mar), 2022","October, 2022",21-Oct-2022,SDRs,144204.48,1744018,,13658.43
India,"Financial Year (Apr - Mar), 2022","October, 2022",21-Oct-2022,Total Reserves,4337086.91,52451977,,
India,"Financial Year (Apr - Mar), 2022","October, 2022",28-Oct-2022,Foreign Currency Assets,3883007.35,47084734,,
India,"Financial Year (Apr - Mar), 2022","October, 2022",28-Oct-2022,Gold,311419.26,3776221,786.28,
India,"Financial Year (Apr - Mar), 2022","October, 2022",28-Oct-2022,Reserve Tranche Position in IMF,39940.08,484656,,
India,"Financial Year (Apr - Mar), 2022","October, 2022",28-Oct-2022,SDRs,145348.26,176247,,13658.43
India,"Financial Year (Apr - Mar), 2022","October, 2022",28-Oct-2022,Total Reserves,4379714.95,53108081,,
India,"Financial Year (Apr - Mar), 2022","September, 2022",02-Sep-2022,Foreign Currency Assets,3926993.79,49211744,,
India,"Financial Year (Apr - Mar), 2022","September, 2022",02-Sep-2022,Gold,305653.74,3830348,781.29,
India,"Financial Year (Apr - Mar), 2022","September, 2022",02-Sep-2022,Reserve Tranche Position in IMF,39114.13,490221,,
India,"Financial Year (Apr - Mar), 2022","September, 2022",02-Sep-2022,SDRs,141897.02,1778205,,13658.43
India,"Financial Year (Apr - Mar), 2022","September, 2022",02-Sep-2022,Total Reserves,4413658.68,55310518,,
India,"Financial Year (Apr - Mar), 2022","September, 2022",09-Sep-2022,Foreign Currency Assets,3896689.9,48959849,,
India,"Financial Year (Apr - Mar), 2022","September, 2022",09-Sep-2022,Gold,307563.45,3864372,781.29,
India,"Financial Year (Apr - Mar), 2022","September, 2022",09-Sep-2022,Reserve Tranche Position in IMF,39104.58,491043,,
India,"Financial Year (Apr - Mar), 2022","September, 2022",09-Sep-2022,SDRs,141022.01,1771867,,13658.43
India,"Financial Year (Apr - Mar), 2022","September, 2022",09-Sep-2022,Total Reserves,4384379.94,55087131,,
India,"Financial Year (Apr - Mar), 2022","September, 2022",16-Sep-2022,Foreign Currency Assets,3866548.63,48490058,,
India,"Financial Year (Apr - Mar), 2022","September, 2022",16-Sep-2022,Gold,304490.74,3818592,781.29,
India,"Financial Year (Apr - Mar), 2022","September, 2022",16-Sep-2022,Reserve Tranche Position in IMF,38947.57,487955,,
India,"Financial Year (Apr - Mar), 2022","September, 2022",16-Sep-2022,SDRs,141029.9,1768644,,13658.43
India,"Financial Year (Apr - Mar), 2022","September, 2022",16-Sep-2022,Total Reserves,4351016.84,54565249,,
India,"Financial Year (Apr - Mar), 2022","September, 2022",23-Sep-2022,Foreign Currency Assets,3864517.66,47721229,,
India,"Financial Year (Apr - Mar), 2022","September, 2022",23-Sep-2022,Gold,306807.01,3788625,783.16,
India,"Financial Year (Apr - Mar), 2022","September, 2022",23-Sep-2022,Reserve Tranche Position in IMF,39049.76,482593,,
India,"Financial Year (Apr - Mar), 2022","September, 2022",23-Sep-2022,SDRs,142475.72,175937,,13658.43
India,"Financial Year (Apr - Mar), 2022","September, 2022",23-Sep-2022,Total Reserves,4352850.15,53751817,,
India,"Financial Year (Apr - Mar), 2022","September, 2022",30-Sep-2022,Foreign Currency Assets,3846882.38,47280662,,
India,"Financial Year (Apr - Mar), 2022","September, 2022",30-Sep-2022,Gold,305963.66,3760491,785.35,
India,"Financial Year (Apr - Mar), 2022","September, 2022",30-Sep-2022,Reserve Tranche Position in IMF,39354.39,482567,,
India,"Financial Year (Apr - Mar), 2022","September, 2022",30-Sep-2022,SDRs,141786.87,1742652,,13658.43
India,"Financial Year (Apr - Mar), 2022","September, 2022",30-Sep-2022,Total Reserves,4333987.3,53266372,,
India,"Financial Year (Apr - Mar), 2022","August, 2022",05-Aug-2022,Foreign Currency Assets,4040594.06,50964643,,
India,"Financial Year (Apr - Mar), 2022","August, 2022",05-Aug-2022,Gold,319612.86,4031327,781.29,
India,"Financial Year (Apr - Mar), 2022","August, 2022",05-Aug-2022,Reserve Tranche Position in IMF,39455.98,498712,,
India,"Financial Year (Apr - Mar), 2022","August, 2022",05-Aug-2022,SDRs,142952.25,1803079,,13656.99
India,"Financial Year (Apr - Mar), 2022","August, 2022",05-Aug-2022,Total Reserves,4542615.15,57297761,,
India,"Financial Year (Apr - Mar), 2022","August, 2022",12-Aug-2022,Foreign Currency Assets,4038199.72,50699432,,
India,"Financial Year (Apr - Mar), 2022","August, 2022",12-Aug-2022,Gold,323525.27,4061847,781.29,
India,"Financial Year (Apr - Mar), 2022","August, 2022",12-Aug-2022,Reserve Tranche Position in IMF,39803.47,499409,,
India,"Financial Year (Apr - Mar), 2022","August, 2022",12-Aug-2022,SDRs,144430.73,1813322,,13656.99
India,"Financial Year (Apr - Mar), 2022","August, 2022",12-Aug-2022,Total Reserves,4545959.19,5707401,,
India,"Financial Year (Apr - Mar), 2022","August, 2022",19-Aug-2022,Foreign Currency Assets,3998377.45,50121563,,
India,"Financial Year (Apr - Mar), 2022","August, 2022",19-Aug-2022,Gold,318410.34,3991425,781.29,
India,"Financial Year (Apr - Mar), 2022","August, 2022",19-Aug-2022,Reserve Tranche Position in IMF,39364.4,49358,,
India,"Financial Year (Apr - Mar), 2022","August, 2022",19-Aug-2022,SDRs,143492.52,1798747,,13658.43
India,"Financial Year (Apr - Mar), 2022","August, 2022",19-Aug-2022,Total Reserves,4499644.71,56405315,,
India,"Financial Year (Apr - Mar), 2022","August, 2022",26-Aug-2022,Foreign Currency Assets,3982307.45,49864485,,
India,"Financial Year (Apr - Mar), 2022","August, 2022",26-Aug-2022,Gold,316599.0,3964296,781.29,
India,"Financial Year (Apr - Mar), 2022","August, 2022",26-Aug-2022,Reserve Tranche Position in IMF,39362.91,492592,,
India,"Financial Year (Apr - Mar), 2022","August, 2022",26-Aug-2022,SDRs,142411.31,1783204,,13658.43
India,"Financial Year (Apr - Mar), 2022","August, 2022",26-Aug-2022,Total Reserves,4480680.67,56104577,,
India,"Financial Year (Apr - Mar), 2022","July, 2022",01-Jul-2022,Foreign Currency Assets,4141860.96,52474452,,
India,"Financial Year (Apr - Mar), 2022","July, 2022",01-Jul-2022,Gold,319054.82,4042199,768.82,
India,"Financial Year (Apr - Mar), 2022","July, 2022",01-Jul-2022,Reserve Tranche Position in IMF,39659.52,501423,,
India,"Financial Year (Apr - Mar), 2022","July, 2022",01-Jul-2022,SDRs,143129.45,1813349,,13656.99
India,"Financial Year (Apr - Mar), 2022","July, 2022",01-Jul-2022,Total Reserves,4643704.75,58831423,,
India,"Financial Year (Apr - Mar), 2022","July, 2022",08-Jul-2022,Foreign Currency Assets,4107837.0,51808866,,
India,"Financial Year (Apr - Mar), 2022","July, 2022",08-Jul-2022,Gold,310699.09,3918599,774.76,
India,"Financial Year (Apr - Mar), 2022","July, 2022",08-Jul-2022,Reserve Tranche Position in IMF,39352.84,496566,,
India,"Financial Year (Apr - Mar), 2022","July, 2022",08-Jul-2022,SDRs,142813.61,1801194,,13656.99
India,"Financial Year (Apr - Mar), 2022","July, 2022",08-Jul-2022,Total Reserves,4600702.54,58025225,,
India,"Financial Year (Apr - Mar), 2022","July, 2022",15-Jul-2022,Foreign Currency Assets,4086690.4,51156209,,
India,"Financial Year (Apr - Mar), 2022","July, 2022",15-Jul-2022,Gold,306415.28,3835633,779.42,
India,"Financial Year (Apr - Mar), 2022","July, 2022",15-Jul-2022,Reserve Tranche Position in IMF,39433.66,493663,,
India,"Financial Year (Apr - Mar), 2022","July, 2022",15-Jul-2022,SDRs,142650.61,1785666,,13656.99
India,"Financial Year (Apr - Mar), 2022","July, 2022",15-Jul-2022,Total Reserves,4575189.95,57271171,,
India,"Financial Year (Apr - Mar), 2022","July, 2022",22-Jul-2022,Foreign Currency Assets,4077817.42,51013592,,
India,"Financial Year (Apr - Mar), 2022","July, 2022",22-Jul-2022,Gold,307766.01,385016,780.36,
India,"Financial Year (Apr - Mar), 2022","July, 2022",22-Jul-2022,Reserve Tranche Position in IMF,39632.16,495959,,
India,"Financial Year (Apr - Mar), 2022","July, 2022",22-Jul-2022,SDRs,143587.1,1796278,,13656.99
India,"Financial Year (Apr - Mar), 2022","July, 2022",22-Jul-2022,Total Reserves,4568802.69,57155989,,
India,"Financial Year (Apr - Mar), 2022","July, 2022",29-Jul-2022,Foreign Currency Assets,4053160.01,51125718,,
India,"Financial Year (Apr - Mar), 2022","July, 2022",29-Jul-2022,Gold,314273.7,3964183,781.29,
India,"Financial Year (Apr - Mar), 2022","July, 2022",29-Jul-2022,Reserve Tranche Position in IMF,39634.79,499051,,
India,"Financial Year (Apr - Mar), 2022","July, 2022",29-Jul-2022,SDRs,142583.45,1798518,,13656.99
India,"Financial Year (Apr - Mar), 2022","July, 2022",29-Jul-2022,Total Reserves,4549651.95,5738747,,
India,"Financial Year (Apr - Mar), 2022","June, 2022",03-Jun-2022,Foreign Currency Assets,4165848.44,53677941,,
India,"Financial Year (Apr - Mar), 2022","June, 2022",03-Jun-2022,Gold,316975.9,4084309,765.09,
India,"Financial Year (Apr - Mar), 2022","June, 2022",03-Jun-2022,Reserve Tranche Position in IMF,38991.14,502467,,
India,"Financial Year (Apr - Mar), 2022","June, 2022",03-Jun-2022,SDRs,142877.08,1841005,,13656.99
India,"Financial Year (Apr - Mar), 2022","June, 2022",03-Jun-2022,Total Reserves,4664692.56,60105722,,
India,"Financial Year (Apr - Mar), 2022","June, 2022",10-Jun-2022,Foreign Currency Assets,4144577.8,53224395,,
India,"Financial Year (Apr - Mar), 2022","June, 2022",10-Jun-2022,Gold,318035.74,4084199,765.09,
India,"Financial Year (Apr - Mar), 2022","June, 2022",10-Jun-2022,Reserve Tranche Position in IMF,38801.01,498471,,
India,"Financial Year (Apr - Mar), 2022","June, 2022",10-Jun-2022,SDRs,143183.17,1838751,,13656.99
India,"Financial Year (Apr - Mar), 2022","June, 2022",10-Jun-2022,Total Reserves,4644597.72,59645816,,
India,"Financial Year (Apr - Mar), 2022","June, 2022",17-Jun-2022,Foreign Currency Assets,4114438.85,52688153,,
India,"Financial Year (Apr - Mar), 2022","June, 2022",17-Jun-2022,Gold,316922.22,4058402,767.89,
India,"Financial Year (Apr - Mar), 2022","June, 2022",17-Jun-2022,Reserve Tranche Position in IMF,38791.03,496764,,
India,"Financial Year (Apr - Mar), 2022","June, 2022",17-Jun-2022,SDRs,141772.57,1815493,,13656.99
India,"Financial Year (Apr - Mar), 2022","June, 2022",17-Jun-2022,Total Reserves,4611924.67,59058812,,
India,"Financial Year (Apr - Mar), 2022","June, 2022",24-Jun-2022,Foreign Currency Assets,4145595.41,52921571,,
India,"Financial Year (Apr - Mar), 2022","June, 2022",24-Jun-2022,Gold,320594.15,409262,767.89,
India,"Financial Year (Apr - Mar), 2022","June, 2022",24-Jun-2022,Reserve Tranche Position in IMF,38933.75,497043,,
India,"Financial Year (Apr - Mar), 2022","June, 2022",24-Jun-2022,SDRs,142649.37,1821024,,13656.99
India,"Financial Year (Apr - Mar), 2022","June, 2022",24-Jun-2022,Total Reserves,4647772.68,59332258,,
India,"Financial Year (Apr - Mar), 2022","May, 2022",06-May-2022,Foreign Currency Assets,4081847.99,5308554,,
India,"Financial Year (Apr - Mar), 2022","May, 2022",06-May-2022,Gold,320940.26,4173915,762.29,
India,"Financial Year (Apr - Mar), 2022","May, 2022",06-May-2022,Reserve Tranche Position in IMF,38298.15,499018,,
India,"Financial Year (Apr - Mar), 2022","May, 2022",06-May-2022,SDRs,141247.19,1836958,,13656.77
India,"Financial Year (Apr - Mar), 2022","May, 2022",06-May-2022,Total Reserves,4582333.59,59595431,,
India,"Financial Year (Apr - Mar), 2022","May, 2022",13-May-2022,Foreign Currency Assets,4102732.23,52955358,,
India,"Financial Year (Apr - Mar), 2022","May, 2022",13-May-2022,Gold,314317.94,4057008,763.22,
India,"Financial Year (Apr - Mar), 2022","May, 2022",13-May-2022,Reserve Tranche Position in IMF,38298.16,495101,,
India,"Financial Year (Apr - Mar), 2022","May, 2022",13-May-2022,SDRs,141036.81,182041,,13656.99
India,"Financial Year (Apr - Mar), 2022","May, 2022",13-May-2022,Total Reserves,4596385.14,59327877,,
India,"Financial Year (Apr - Mar), 2022","May, 2022",20-May-2022,Foreign Currency Assets,4140278.02,53337808,,
India,"Financial Year (Apr - Mar), 2022","May, 2022",20-May-2022,Gold,316884.55,4082317,765.09,
India,"Financial Year (Apr - Mar), 2022","May, 2022",20-May-2022,Reserve Tranche Position in IMF,38805.62,500183,,
India,"Financial Year (Apr - Mar), 2022","May, 2022",20-May-2022,SDRs,142098.88,1830612,,13656.99
India,"Financial Year (Apr - Mar), 2022","May, 2022",20-May-2022,Total Reserves,4638067.07,5975092,,
India,"Financial Year (Apr - Mar), 2022","May, 2022",27-May-2022,Foreign Currency Assets,4166344.19,5369879,,
India,"Financial Year (Apr - Mar), 2022","May, 2022",27-May-2022,Gold,317465.95,4091726,765.09,
India,"Financial Year (Apr - Mar), 2022","May, 2022",27-May-2022,Reserve Tranche Position in IMF,38980.16,501939,,
India,"Financial Year (Apr - Mar), 2022","May, 2022",27-May-2022,SDRs,143057.95,1843832,,13656.99
India,"Financial Year (Apr - Mar), 2022","May, 2022",27-May-2022,Total Reserves,4665848.25,60136287,,
India,"Financial Year (Apr - Mar), 2022","April, 2022",01-Apr-2022,Foreign Currency Assets,4087017.01,53972687,,
India,"Financial Year (Apr - Mar), 2022","April, 2022",01-Apr-2022,Gold,323596.28,4273376,760.42,
India,"Financial Year (Apr - Mar), 2022","April, 2022",01-Apr-2022,Reserve Tranche Position in IMF,38931.31,513558,,
India,"Financial Year (Apr - Mar), 2022","April, 2022",01-Apr-2022,SDRs,142959.87,1887912,,13656.77
India,"Financial Year (Apr - Mar), 2022","April, 2022",01-Apr-2022,Total Reserves,4592504.47,60647533,,
India,"Financial Year (Apr - Mar), 2022","April, 2022",08-Apr-2022,Foreign Currency Assets,4080361.39,5376452,,
India,"Financial Year (Apr - Mar), 2022","April, 2022",08-Apr-2022,Gold,322692.04,4251923,760.42,
India,"Financial Year (Apr - Mar), 2022","April, 2022",08-Apr-2022,Reserve Tranche Position in IMF,38659.42,510146,,
India,"Financial Year (Apr - Mar), 2022","April, 2022",08-Apr-2022,SDRs,142212.09,1873845,,13656.77
India,"Financial Year (Apr - Mar), 2022","April, 2022",08-Apr-2022,Total Reserves,4583924.94,60400434,,
India,"Financial Year (Apr - Mar), 2022","April, 2022",15-Apr-2022,Foreign Currency Assets,4088714.58,53676831,,
India,"Financial Year (Apr - Mar), 2022","April, 2022",15-Apr-2022,Gold,328649.25,4314522,760.42,
India,"Financial Year (Apr - Mar), 2022","April, 2022",15-Apr-2022,Reserve Tranche Position in IMF,38766.75,508585,,
India,"Financial Year (Apr - Mar), 2022","April, 2022",15-Apr-2022,SDRs,142400.02,1869434,,13656.77
India,"Financial Year (Apr - Mar), 2022","April, 2022",15-Apr-2022,Total Reserves,4598530.6,60369372,,
India,"Financial Year (Apr - Mar), 2022","April, 2022",22-Apr-2022,Foreign Currency Assets,4083917.34,53393334,,
India,"Financial Year (Apr - Mar), 2022","April, 2022",22-Apr-2022,Gold,327120.29,4276787,760.42,
India,"Financial Year (Apr - Mar), 2022","April, 2022",22-Apr-2022,Reserve Tranche Position in IMF,38622.59,506009,,
India,"Financial Year (Apr - Mar), 2022","April, 2022",22-Apr-2022,SDRs,142737.42,1866156,,13656.77
India,"Financial Year (Apr - Mar), 2022","April, 2022",22-Apr-2022,Total Reserves,4592397.64,60042286,,
India,"Financial Year (Apr - Mar), 2022","April, 2022",29-Apr-2022,Foreign Currency Assets,4072243.26,53282294,,
India,"Financial Year (Apr - Mar), 2022","April, 2022",29-Apr-2022,Gold,317972.42,4160434,761.35,
India,"Financial Year (Apr - Mar), 2022","April, 2022",29-Apr-2022,Reserve Tranche Position in IMF,38222.36,500134,,
India,"Financial Year (Apr - Mar), 2022","April, 2022",29-Apr-2022,SDRs,139856.96,1829925,,13656.77
India,"Financial Year (Apr - Mar), 2022","April, 2022",29-Apr-2022,Total Reserves,4568295.0,59772787,,
India,"Financial Year (Apr - Mar), 2021","March, 2022",04-Mar-2022,Foreign Currency Assets,4306234.92,56546627,,
India,"Financial Year (Apr - Mar), 2021","March, 2022",04-Mar-2022,Gold,322283.51,4232014,757.96,
India,"Financial Year (Apr - Mar), 2021","March, 2022",04-Mar-2022,Reserve Tranche Position in IMF,39229.46,515332,,
India,"Financial Year (Apr - Mar), 2021","March, 2022",04-Mar-2022,SDRs,144544.22,1898059,,13656.77
India,"Financial Year (Apr - Mar), 2021","March, 2022",04-Mar-2022,Total Reserves,4812292.11,63192032,,
India,"Financial Year (Apr - Mar), 2021","March, 2022",11-Mar-2022,Foreign Currency Assets,4245012.98,55435872,,
India,"Financial Year (Apr - Mar), 2021","March, 2022",11-Mar-2022,Gold,335721.32,4384204,758.86,
India,"Financial Year (Apr - Mar), 2021","March, 2022",11-Mar-2022,Reserve Tranche Position in IMF,39336.13,514629,,
India,"Financial Year (Apr - Mar), 2021","March, 2022",11-Mar-2022,SDRs,144938.48,189276,,13656.77
India,"Financial Year (Apr - Mar), 2021","March, 2022",11-Mar-2022,Total Reserves,4765008.91,62227465,,
India,"Financial Year (Apr - Mar), 2021","March, 2022",18-Mar-2022,Foreign Currency Assets,4198615.44,55365579,,
India,"Financial Year (Apr - Mar), 2021","March, 2022",18-Mar-2022,Gold,318585.75,4201072,758.86,
India,"Financial Year (Apr - Mar), 2021","March, 2022",18-Mar-2022,Reserve Tranche Position in IMF,39056.71,514625,,
India,"Financial Year (Apr - Mar), 2021","March, 2022",18-Mar-2022,SDRs,143063.04,1886519,,13656.77
India,"Financial Year (Apr - Mar), 2021","March, 2022",18-Mar-2022,Total Reserves,4699320.94,61967795,,
India,"Financial Year (Apr - Mar), 2021","March, 2022",25-Mar-2022,Foreign Currency Assets,4195294.27,55045375,,
India,"Financial Year (Apr - Mar), 2021","March, 2022",25-Mar-2022,Gold,329561.68,4324094,760.42,
